protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
Q9LDI9	2.3794083183618	0.2676680776443738	10.794059910862831	8.88939891264547	2.7064762704342445e-6	1.5812920373487947e-5	At_35S_LST8_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G69250	F4N2.20	cytoplasm; intracellular organelle; mitochondrion	NA	mRNA binding; nucleic acid binding; RNA binding	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843256]	RNA recognition motif domain; Nuclear transport factor 2 domain; Nucleotide-binding alpha-beta plait domain superfamily; Nuclear transport factor 2, eukaryote; NTF2-like domain superfamily; RNA-binding domain superfamily; Ras GTPase-activating protein-binding protein	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23321	2.238037307317364	0.09227739033861142	9.953294876566336	24.25336584730991	3.4859122153743375e-10	6.3654493746912614e-9	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G66570	33 KDA OXYGEN EVOLVING POLYPEPTIDE 1;<br>K1F13.25;<br>K1F13_25;<br>MANGANESE-STABILIZING PROTEIN 1;<br>MSP-1;<br>OE33;<br>OEC33;<br>OEE1;<br>OEE33;<br>OXYGEN EVOLVING COMPLEX 33 KILODALTON PROTEIN;<br>OXYGEN EVOLVING COMPLEX SUBUNIT 33 KDA;<br>OXYGEN EVOLVING ENHANCER PROTEIN 33;<br>PS II OXYGEN-EVOLVING COMPLEX 1;<br>PSBO;<br>PSBO-1	apoplast; chloroplast; chloroplast stroma; chloroplast thylakoid; chloroplast thylakoid lumen; chloroplast thylakoid membrane; membrane; photosystem II; photosystem II oxygen evolving complex; plastid; plastid thylakoid membrane; plastoglobule; thylakoid; thylakoid lumen	photoinhibition; photosynthesis; photosynthesis, light reaction; photosystem II assembly; photosystem II stabilization; regulation of protein dephosphorylation	mRNA binding; oxygen evolving activity; poly(U) RNA binding; protein binding	PS II oxygen-evolving complex 1 [Source:NCBI gene (formerly Entrezgene);Acc:836789]	Photosystem II PsbO, manganese-stabilising; Outer membrane protein/outer membrane enzyme PagP,  beta-barrel	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29525	1.2369407210683865	0.2030513667152525	9.901512074311697	6.091762597210195	1.2189942215391176e-4	4.397262556240299e-4	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT4G25140	F24A6.9;<br>OLE1;<br>OLEOSIN 1	lipid droplet; membrane; monolayer-surrounded lipid storage body	lipid storage; post-embryonic development; reproductive structure development; response to freezing; seed germination; seed oilbody biogenesis	molecular_function	oleosin 1 [Source:NCBI gene (formerly Entrezgene);Acc:828617]	Oleosin	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30302	2.805114562022767	0.2389941850209104	12.54221108437101	11.737166583267866	3.947878861981271e-8	3.227119326628727e-7	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT2G37180	PIP2;3;<br>PIP2C;<br>PLASMA MEMBRANE INTRINSIC PROTEIN 2;3;<br>PLASMA MEMBRANE INTRINSIC PROTEIN 2C;<br>RESPONSIVE TO DESICCATION 28;<br>T2N18.6;<br>T2N18_6	endoplasmic reticulum; membrane; plasma membrane	response to water deprivation; transmembrane transport; water transport	channel activity; protein binding; water channel activity	Aquaporin-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818294]	Major intrinsic protein; Major intrinsic protein, conserved site; Aquaporin-like; Aquaporin transporter	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q43284	1.1118011871074926	0.18397773513352017	10.089787877048678	6.043129003086232	1.2021439064607962e-4	4.345274728829896e-4	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G51210	MWD22.16;<br>MWD22_16;<br>oleosin3	lipid droplet; membrane; monolayer-surrounded lipid storage body	post-embryonic development; reproductive structure development	molecular_function	oleosin3 [Source:NCBI gene (formerly Entrezgene);Acc:835196]	Oleosin	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8VZM1	1.2098815669028329	0.19825047278988872	13.049495924368143	6.102792845216054	3.702038031794996e-5	1.4824790500356588e-4	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G80410	EMBRYO DEFECTIVE 2753;<br>OMA;<br>OMISHA;<br>T21F11.26;<br>T21F11_26	cytoplasm	NA	protein binding	tetratricopeptide repeat (TPR)-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:844381]	Tetratricopeptide repeat 1; Tetratricopeptide-like helical domain superfamily; Tetratricopeptide repeat; N-terminal acetyltransferase A, auxiliary subunit	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q94K75	2.5758103708766105	0.3731806760617816	12.744170092009544	6.902314444733399	1.2009131358169525e-5	5.194240796179148e-5	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G06190	F9P14.5;<br>F9P14_5;<br>Rho-N 1	chloroplast; extracellular region; plastid	chloroplast mRNA processing; chloroplast rRNA processing; DNA-templated transcription termination	mRNA binding; protein binding; protein self-association; RNA binding; rRNA binding	Rho termination factor [Source:NCBI gene (formerly Entrezgene);Acc:837128]	Rho termination factor, N-terminal	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FJE8	1.1196662022931871	0.13424316359565722	11.145690215804956	8.340582658388785	4.018731440893479e-6	1.9620217610060768e-5	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT5G59870	histone H2A 6;<br>MMN10.22;<br>MMN10_22	chromosome; heterochromatin; nucleolus; nucleosome; nucleus; pericentric heterochromatin; plasmodesma; plastid	heterochromatin organization	chromatin binding; DNA binding; protein heterodimerization activity; structural constituent of chromatin	histone H2A 6 [Source:NCBI gene (formerly Entrezgene);Acc:836109]	Histone H2A; Histone H2A/H2B/H3; Histone-fold; Histone H2A, C-terminal domain; Histone H2A conserved site	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	1.184174944067509	0.08108984541794155	9.597164827984251	14.603245794392697	7.131912513048734e-8	5.648474710334597e-7	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LP77	1.983099325427248	0.13042623152754854	11.11440954216978	15.204758292877452	8.704251224779377e-9	8.71403128233531e-8	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT1G48480	receptor-like kinase 1;<br>T1N15.9;<br>T1N15_9	membrane; nucleus; plant-type vacuole; plasma membrane; plasmodesma	phosphorylation; protein phosphorylation	ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity	receptor-like kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:841269]	Protein kinase domain; Serine-threonine/tyrosine-protein kinase, catalytic domain; Leucine-rich repeat; Protein kinase-like domain superfamily; Leucine-rich repeat-containing N-terminal, plant-type; Protein kinase, ATP binding site; Leucine-rich repeat domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9S841	2.028197804371994	0.11835641600782182	10.039013419019591	17.136357054255143	9.199450580712362e-9	9.00737414001617e-8	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT3G50820	MSP-2;<br>OEC33;<br>OXYGEN EVOLVING COMPLEX SUBUNIT 33 KDA;<br>PHOTOSYSTEM II SUBUNIT O-2;<br>PSBO;<br>PSBO-2	chloroplast; chloroplast stroma; chloroplast thylakoid; chloroplast thylakoid membrane; cytosol; membrane; photosystem II; photosystem II oxygen evolving complex; plastid; plastoglobule; thylakoid; thylakoid lumen	photoinhibition; photosynthesis; photosynthesis, light reaction; photosystem II assembly; photosystem II stabilization; regulation of protein dephosphorylation	mRNA binding; oxygen evolving activity; poly(U) RNA binding; protein binding	photosystem II subunit O-2 [Source:NCBI gene (formerly Entrezgene);Acc:824246]	Photosystem II PsbO, manganese-stabilising; Outer membrane protein/outer membrane enzyme PagP,  beta-barrel	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SS98	1.7308848929638154	0.10332472116812864	11.945570025578954	16.751895126310984	1.163172193092754e-9	1.65821827847303e-8	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT3G01570	F4P13.12;<br>F4P13_12	lipid droplet; membrane; monolayer-surrounded lipid storage body	post-embryonic development; reproductive structure development	molecular_function	Oleosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:821106]	Oleosin	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SR09	1.1735515933440246	0.08877806509685902	11.539412447953303	13.2189363674873	2.532446166705888e-8	2.1836042748236003e-7	At_35S_RAPTOR_ctrl_24h	At_35S_GFP_ctrl_24h	R0722	AT3G04650	F7O18.13<br>F7O18_13	chloroplast; cytosol	NA	molecular_function	FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819623]	FAD/NAD(P)-binding domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15460	1.948784157434428	0.24076447626759792	12.63000784428152	8.094151544468088	2.382545247980106e-6	1.0970789746513049e-5	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT4G27170	AT2S4;<br>seed storage albumin 4;<br>T24A18.120;<br>T24A18_120	NA	biological_process	molecular_function; nutrient reservoir activity	seed storage albumin 4 [Source:NCBI gene (formerly Entrezgene);Acc:828825]	Napin/ 2S seed storage protein/Conglutin; Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain; Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28297	1.1225113453839048	0.20638446917740444	13.841660259998234	5.438933219432388	9.084749495522136e-5	2.965022637549532e-4	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G21720	isocitrate lyase	cytoplasm; glyoxysome; peroxisome	carboxylic acid metabolic process; glyoxylate cycle; tricarboxylic acid cycle	catalytic activity; isocitrate lyase activity; lyase activity; metal ion binding	isocitrate lyase [Source:NCBI gene (formerly Entrezgene);Acc:821726]	Isocitrate lyase; Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily; Isocitrate lyase/phosphorylmutase, conserved site; ICL/PEPM domain; Pyruvate kinase-like domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42791	2.9291038700080105	0.840190190018659	12.584500263845769	3.4862390739684317	0.00420385111084891	0.00993536164394266	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G05590	CYTOPLASMIC RIBOSOMAL PROTEIN L18;<br>F18C1.14;<br>F18C1_14;<br>ribosomal protein L18	chloroplast; cytoplasm; cytosol; cytosolic large ribosomal subunit; large ribosomal subunit; plant-type vacuole; ribonucleoprotein complex; ribosome; vacuole	translation	mRNA binding; protein binding; structural constituent of ribosome	ribosomal protein L18 [Source:NCBI gene (formerly Entrezgene);Acc:819725]	Ribosomal protein L18e; Ribosomal protein L18e/L15P; Ribosomal L18e/L15P superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08112	2.8069564883102234	0.17829987262286423	10.229580256704809	15.74289676721998	1.6727644647191268e-8	1.4612089588870017e-7	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G04270	cytosolic ribosomal protein S15;<br>F19P19.29;<br>F19P19_29;<br>RIBOSOMAL PROTEIN S15	cytoplasm; cytosolic ribosome; cytosolic small ribosomal subunit; extracellular region; plant-type vacuole; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	cytosolic ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:839564]	Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S15/S19, conserved site; Ribosomal protein S19/S15, superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q39165	1.48902519384883	0.22651200689653633	13.12314558348558	6.573714189592478	1.7060998078108136e-5	6.34711870045693e-5	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G40420	OLE2;<br>OLEOSIN 2	lipid droplet; membrane; monolayer-surrounded lipid storage body	lipid storage; post-embryonic development; reproductive structure development; response to freezing; seed germination; seed oilbody biogenesis	mRNA binding	oleosin 2 [Source:NCBI gene (formerly Entrezgene);Acc:834040]	Oleosin	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q42431	1.883880610835628	0.2395484457733458	10.320529949806248	7.8642990346015615	1.1318819200368079e-05	4.452568612595126e-5	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G27660	OLE3;<br>OLEOSIN 3;<br>oleosin 4	lipid droplet; membrane; monolayer-surrounded lipid storage body	post-embryonic development; reproductive structure development; response to freezing; seed germination; seed oilbody biogenesis	molecular_function	oleosin 4 [Source:NCBI gene (formerly Entrezgene);Acc:822388]	Oleosin	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q43284	1.9647046463967324	0.1548512213013301	10.089787877048678	12.687692288674617	1.579851464615924e-7	1.0054626106948487e-6	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G51210	MWD22.16;<br>MWD22_16;<br>oleosin3	lipid droplet; membrane; monolayer-surrounded lipid storage body	post-embryonic development; reproductive structure development	molecular_function	oleosin3 [Source:NCBI gene (formerly Entrezgene);Acc:835196]	Oleosin	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8H1Y0	1.4271103681029955	0.07103324965857141	13.280675433833272	20.090737435814184	2.5049465061391156e-11	5.072516674931706e-10	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G24180	F3I6.11;<br>F3I6_11;<br>IAA-CONJUGATE-RESISTANT 4	cytosol; intracellular membrane-bounded organelle; mitochondrial matrix; mitochondrion; nucleus	acetyl-CoA biosynthetic process from pyruvate; glycolytic process	cobalt ion binding; oxidoreductase activity; oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; pyruvate dehydrogenase (acetyl-transferring) activity; zinc ion binding	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839031]	Dehydrogenase, E1 component; Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y; Thiamin diphosphate-binding fold	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	1.3899722387606244	0.06893800772363612	9.597164827984251	20.162640097358917	3.532429461297748e-9	3.838286158556456e-8	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LV27	4.531240697319314	0.08389950118013637	11.456419653167195	54.00795753946757	3.7377864724688705e-15	3.5885006571020053e-13	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G18140	Lethal with Sec Thirteen 8-1	endosome; membrane; TORC1 complex; TORC2 complex	long-day photoperiodism; regulation of inositol biosynthetic process; regulation of raffinose biosynthetic process; response to stimulus; TOR signaling	protein binding	Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821339]	WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD40 repeat, conserved site; G-protein beta WD-40 repeat; WD40-repeat-containing domain superfamily; Target of rapamycin complex subunit LST8	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
