protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
Q9FR53	1.3899722387606244	0.06893800772363612	9.597164827984251	20.162640097358917	3.532429461297748e-9	3.838286158556456e-8	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LV27	4.531240697319314	0.08389950118013637	11.456419653167195	54.00795753946757	3.7377864724688705e-15	3.5885006571020053e-13	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G18140	Lethal with Sec Thirteen 8-1	endosome; membrane; TORC1 complex; TORC2 complex	long-day photoperiodism; regulation of inositol biosynthetic process; regulation of raffinose biosynthetic process; response to stimulus; TOR signaling	protein binding	Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821339]	WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD40 repeat, conserved site; G-protein beta WD-40 repeat; WD40-repeat-containing domain superfamily; Target of rapamycin complex subunit LST8	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P93014	1.57025995284687	0.30430770692703485	12.936989033260714	5.160105764995883	1.8627979426570217e-4	4.3792954271963224e-4	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT2G33800	EMBRYO DEFECTIVE 3113;<br>T1B8.10;<br>T1B8_10	chloroplast; chloroplast stroma; chloroplast thylakoid; chloroplast thylakoid membrane; endoplasmic reticulum; nucleus; plastid; ribonucleoprotein complex; ribosome; small ribosomal subunit; thylakoid	adaxial/abaxial pattern specification; chloroplast rRNA processing; plastid translation; response to cold; translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	Ribosomal protein S5 family protein [Source:NCBI gene (formerly Entrezgene);Acc:817947]	Ribosomal protein S5; Ribosomal protein S5, C-terminal; Ribosomal protein S5, bacterial-type; Ribosomal protein S5, N-terminal; Ribosomal protein S5 domain 2-type fold, subgroup; Ribosomal protein S5, N-terminal, conserved site; Ribosomal protein S5 domain 2-type fold	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08112	2.846633097549221	0.17770110669486722	10.229580256704809	16.019219860218485	1.4089680897651298e-8	5.99231774692473e-8	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G04270	cytosolic ribosomal protein S15;<br>F19P19.29;<br>F19P19_29;<br>RIBOSOMAL PROTEIN S15	cytoplasm; cytosolic ribosome; cytosolic small ribosomal subunit; extracellular region; plant-type vacuole; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	cytosolic ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:839564]	Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S15/S19, conserved site; Ribosomal protein S19/S15, superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08733	1.0246489493023263	0.142692929290347	12.351798435774397	7.180796935056282	9.50796370175569e-6	2.6936711155053483e-5	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G01620	F22L4.16;<br>F22L4_16;<br>PIP1;3;<br>PLASMA MEMBRANE INTRINSIC PROTEIN 1;3;<br>plasma membrane intrinsic protein 1C;<br>TMP-B	extracellular region; membrane; plasma membrane	response to water deprivation; transmembrane transport; water transport	channel activity; protein binding; water channel activity	plasma membrane intrinsic protein 1C [Source:NCBI gene (formerly Entrezgene);Acc:839235]	Major intrinsic protein; Major intrinsic protein, conserved site; Aquaporin-like; Aquaporin transporter	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8RXU5	3.6287871209120866	0.1999291680990745	11.545146859328144	18.150363728387287	7.587852641143206e-10	4.533591475398228e-9	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G60245	NA	cytosol; cytosolic large ribosomal subunit; ribonucleoprotein complex; ribosome	translation	metal ion binding; molecular_function; structural constituent of ribosome	Zinc-binding ribosomal protein family protein [Source:NCBI gene (formerly Entrezgene);Acc:825195]	Ribosomal protein L37ae; Ribosomal protein L37ae/L37e; Zinc-binding ribosomal protein	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93YQ1	3.581160011757768	0.0622157352005642	10.929077623150814	57.56035832757132	6.373384893838005e-15	6.492136734600097e-13	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G08850	ATRAPTOR1B;<br>RAPTOR1B	Cul4-RING E3 ubiquitin ligase complex; cytoplasm; TORC1 complex	embryo development ending in seed dormancy; maintenance of shoot apical meristem identity; negative regulation of autophagy; TOR signaling	kinase binding; protein binding	Regulatory-associated protein of TOR 1 [Source:NCBI gene (formerly Entrezgene);Acc:820032]	WD40 repeat; Regulatory associated protein of TOR; Armadillo-like helical; WD40/YVTN repeat-like-containing domain superfamily; Armadillo-type fold; Raptor, N-terminal CASPase-like domain; WD40-repeat-containing domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	2.816390197193627	0.06516924089543533	9.597164827984251	43.21655674511465	2.541585730095132e-12	5.205868702332787e-11	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FZ76	1.4802864958855433	0.2328414726170892	12.064771921574456	6.357486401573716	3.5353781416874436e-5	9.333398294054852e-5	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G18540	F25I16.12;<br>F25I16_12	cytosolic large ribosomal subunit; cytosolic ribosome; endoplasmic reticulum; nucleus; plasma membrane; plasmodesma; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L6 family protein [Source:NCBI gene (formerly Entrezgene);Acc:838435]	60S ribosomal protein L6E; Ribosomal protein L6, N-terminal; Translation protein SH3-like domain superfamily; Ribosomal protein L2, domain 2; Ribosomal Protein L6, KOW domain	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F4K087	1.844924405524935	0.05972441462270699	14.508338070773704	30.890623494256932	1.2040745261547642e-14	9.753003661853593e-13	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G48240	MIF21.13<br>MIF21_13	nucleolus	rRNA processing	NA	Rrp15p protein [Source:NCBI gene (formerly Entrezgene);Acc:834877]	Ribosomal RNA-processing protein 15	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O48773	1.267285724002335	0.21151750015754767	12.919695499560635	5.991398929442736	4.627315048972648e-5	8.405581465106278e-5	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT2G32920	ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 9;<br>ATPDI9;<br>ATPDIL2-3;<br>PDI-like 2-3;<br>PDI9;<br>PROTEIN DISULFIDE ISOMERASE 9;<br>T21L14.14;<br>T21L14_14	endoplasmic reticulum; endoplasmic reticulum lumen; Golgi apparatus; plant-type vacuole	response to endoplasmic reticulum stress	isomerase activity; protein disulfide isomerase activity	PDI-like 2-3 [Source:NCBI gene (formerly Entrezgene);Acc:817854]	Disulphide isomerase; Thioredoxin domain; Thioredoxin, conserved site; Thioredoxin-like superfamily; Protein disulfide-isomerase A6-like	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O65201	1.82648985135387	0.17813181619936522	11.808287269479228	10.25358574523072	3.140531903566009e-7	7.827171821195283e-7	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT5G65110	ACYL-COA OXIDASE 2;<br>ATACX2;<br>MQN23.4;<br>MQN23_4	peroxisome	fatty acid beta-oxidation; fatty acid beta-oxidation using acyl-CoA oxidase; fatty acid metabolic process; lipid metabolic process; long-chain fatty acid metabolic process	acyl-CoA oxidase activity; FAD binding; fatty acid binding; oxidoreductase activity; oxidoreductase activity, acting on the CH-CH group of donors	acyl-CoA oxidase 2 [Source:NCBI gene (formerly Entrezgene);Acc:836635]	Acyl-CoA oxidase, C-terminal; Acyl-CoA oxidase/dehydrogenase, middle domain; Acyl-CoA dehydrogenase/oxidase C-terminal; Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily; Acyl-CoA oxidase; Peroxisomal acyl-coenzyme A oxidase; Acyl-CoA dehydrogenase-like, C-terminal	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DH99	1.091567533499158	0.08379402546041208	13.16280035473009	13.0267943030719	6.714558789380517e-9	2.5843075081373832e-8	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G07920	T6D22.2;<br>T6D22_2	chloroplast; cytoplasm; cytosol; mitochondrion; nucleolus; nucleus; perinuclear region of cytoplasm; plant-type vacuole; plasma membrane; plasmodesma; vacuole	translation; translational elongation	GTP binding; GTPase activity; mRNA binding; nucleotide binding; protein binding; translation elongation factor activity	GTP binding Elongation factor Tu family protein [Source:NCBI gene (formerly Entrezgene);Acc:837307]	Translational (tr)-type GTP-binding domain; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EF1A, eukaryotic/archaeal; Translation protein, beta-barrel domain superfamily; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Tr-type G domain, conserved site	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DH99	1.091567533499158	0.08379402546041208	13.16280035473009	13.0267943030719	6.714558789380517e-9	2.5843075081373832e-8	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G07930	T6D22.31	chloroplast; cytoplasm; cytosol; mitochondrion; nucleolus; nucleus; perinuclear region of cytoplasm; plant-type vacuole; plasma membrane; plasmodesma; vacuole	translation; translational elongation	GTP binding; GTPase activity; mRNA binding; nucleotide binding; protein binding; translation elongation factor activity	GTP binding Elongation factor Tu family protein [Source:NCBI gene (formerly Entrezgene);Acc:837308]	Translational (tr)-type GTP-binding domain; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EF1A, eukaryotic/archaeal; Translation protein, beta-barrel domain superfamily; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Tr-type G domain, conserved site	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DH99	1.091567533499158	0.08379402546041208	13.16280035473009	13.0267943030719	6.714558789380517e-9	2.5843075081373832e-8	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G07940	T6D22.3	chloroplast; cytoplasm; cytosol; mitochondrion; nucleolus; nucleus; perinuclear region of cytoplasm; plant-type vacuole; plasma membrane; plasmodesma; vacuole	translation; translational elongation	GTP binding; GTPase activity; mRNA binding; nucleotide binding; protein binding; translation elongation factor activity	GTP binding Elongation factor Tu family protein [Source:NCBI gene (formerly Entrezgene);Acc:837309]	Translational (tr)-type GTP-binding domain; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EF1A, eukaryotic/archaeal; Translation protein, beta-barrel domain superfamily; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Tr-type G domain, conserved site	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DH99	1.091567533499158	0.08379402546041208	13.16280035473009	13.0267943030719	6.714558789380517e-9	2.5843075081373832e-8	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT5G60390	MUF9.8	chloroplast; cytoplasm; cytosol; mitochondrion; nucleolus; nucleus; perinuclear region of cytoplasm; plant-type vacuole; plasma membrane; plasmodesma; vacuole	translation; translational elongation	GTP binding; GTPase activity; mRNA binding; nucleotide binding; protein binding; translation elongation factor activity	GTP binding Elongation factor Tu family protein [Source:NCBI gene (formerly Entrezgene);Acc:836161]	Translational (tr)-type GTP-binding domain; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EF1A, eukaryotic/archaeal; Translation protein, beta-barrel domain superfamily; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Tr-type G domain, conserved site	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
