protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
Q05762	2.5532331912796917	0.04549783247446874	13.40443088562164	56.11768852312794	2.6793979004240134e-17	1.1970926251343241e-14	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT2G16370	DIHYDROFOLATE REDUCTASE-THYMIDYLATE SYNTHASE;<br>F16F14.13;<br>F16F14_13;<br>thymidylate synthase 1	cytoplasm	10-formyltetrahydrofolate biosynthetic process; dTMP biosynthetic process; metabolic process; methylation; nucleotide biosynthetic process; one-carbon metabolic process; tetrahydrofolate biosynthetic process	catalytic activity; dihydrofolate reductase activity; methyltransferase activity; oxidoreductase activity; protein binding; thymidylate synthase activity; transferase activity; transferase activity, transferring one-carbon groups	thymidylate synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:816134]	Thymidylate synthase; Dihydrofolate reductase domain; Bifunctional dihydrofolate reductase/thymidylate synthase; Dihydrofolate reductase conserved site; Thymidylate synthase, active site; Thymidylate synthase/dCMP hydroxymethylase domain; Dihydrofolate reductase-like domain superfamily; Thymidylate synthase/dCMP hydroxymethylase superfamily; Thymidylate synthase/dCMP hydroxymethylase	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05763	3.0730015220801565	0.06920309044692673	11.933600221374371	44.40555331032368	1.2734304648309404e-14	9.86631777534233e-13	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT4G34570	DIHYDROFOLATE REDUCTASE-THYMIDYLATE SYNTHASE;<br>T4L20.150;<br>T4L20_150;<br>thymidylate synthase 2	mitochondrion	10-formyltetrahydrofolate biosynthetic process; dTMP biosynthetic process; metabolic process; methylation; nucleotide biosynthetic process; one-carbon metabolic process; tetrahydrofolate biosynthetic process	catalytic activity; dihydrofolate reductase activity; methyltransferase activity; oxidoreductase activity; thymidylate synthase activity; transferase activity; transferase activity, transferring one-carbon groups	thymidylate synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:829609]	Thymidylate synthase; Dihydrofolate reductase domain; Bifunctional dihydrofolate reductase/thymidylate synthase; Dihydrofolate reductase conserved site; Thymidylate synthase, active site; Thymidylate synthase/dCMP hydroxymethylase domain; Dihydrofolate reductase-like domain superfamily; Thymidylate synthase/dCMP hydroxymethylase superfamily; Thymidylate synthase/dCMP hydroxymethylase	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08112	2.8069564883102234	0.17829987262286423	10.229580256704809	15.74289676721998	1.6727644647191268e-8	1.4612089588870017e-7	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G04270	cytosolic ribosomal protein S15;<br>F19P19.29;<br>F19P19_29;<br>RIBOSOMAL PROTEIN S15	cytoplasm; cytosolic ribosome; cytosolic small ribosomal subunit; extracellular region; plant-type vacuole; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	cytosolic ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:839564]	Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S15/S19, conserved site; Ribosomal protein S19/S15, superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q38931	1.68013770904785	0.07872689113879763	9.677225866359908	21.34134454878603	1.8363238898745067e-9	2.1908587759439853e-8	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G25230	ATFKBP62;<br>FK506 BINDING PROTEIN 62;<br>FKBP62;<br>rotamase FKBP 1	cytoplasm; nucleus	cellular heat acclimation; chaperone-mediated protein folding	calmodulin binding; isomerase activity; peptidyl-prolyl cis-trans isomerase activity; protein binding	rotamase FKBP 1 [Source:NCBI gene (formerly Entrezgene);Acc:822117]	FKBP-type peptidyl-prolyl cis-trans isomerase domain; Tetratricopeptide repeat 1; Tetratricopeptide-like helical domain superfamily; Tetratricopeptide repeat	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q84MC2	1.3089803993759803	0.11120552656807672	10.692967654252858	11.77082146699482	1.862607741697506e-7	1.1574993496231302e-6	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G11950	F14F18.120;<br>F14F18_120;<br>LONELY GUY 8	cytoplasm; cytosol; nucleus; plasma membrane	cytokinin biosynthetic process	hydrolase activity; N6-(Delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase activity; protein homodimerization activity	Putative lysine decarboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831068]	Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG; LOG family	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q940P8	2.921473538573945	0.06674066436231507	13.72446276657374	43.77351598890506	3.8581711598278935e-16	7.617612536522183e-14	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G20890	F22D1.60;<br>F22D1_60	chaperonin-containing T-complex; cytoplasm; cytosol; plant-type cell wall; plastid	protein folding	ATP binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone; nucleotide binding; unfolded protein binding	TCP-1/cpn60 chaperonin family protein [Source:NCBI gene (formerly Entrezgene);Acc:832213]	Chaperonin TCP-1, conserved site; Chaperonin Cpn60/GroEL/TCP-1 family; T-complex protein 1, beta subunit; Chaperone tailless complex polypeptide 1 (TCP-1); GroEL-like apical domain superfamily; TCP-1-like chaperonin intermediate domain superfamily; GroEL-like equatorial domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C6S7	1.6002811021461991	0.13090635420679486	12.668053675568292	12.224625090530058	2.212178834423407e-8	1.877191753782149e-7	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G31850	F5M6.14;<br>F5M6_14	endosome; Golgi apparatus; Golgi medial cisterna; Golgi membrane; membrane; trans-Golgi network	methylation	methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; transferase activity	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840075]	Putative S-adenosyl-L-methionine-dependent methyltransferase; S-adenosyl-L-methionine-dependent methyltransferase	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	1.3899722387606244	0.06893800772363612	9.597164827984251	20.162640097358917	3.532429461297748e-9	3.838286158556456e-8	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LV27	4.531240697319314	0.08389950118013637	11.456419653167195	54.00795753946757	3.7377864724688705e-15	3.5885006571020053e-13	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G18140	Lethal with Sec Thirteen 8-1	endosome; membrane; TORC1 complex; TORC2 complex	long-day photoperiodism; regulation of inositol biosynthetic process; regulation of raffinose biosynthetic process; response to stimulus; TOR signaling	protein binding	Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821339]	WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD40 repeat, conserved site; G-protein beta WD-40 repeat; WD40-repeat-containing domain superfamily; Target of rapamycin complex subunit LST8	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9M2U2	1.3130139996366803	0.10775769698623149	12.080870307213829	12.184874364978755	3.8008975829485384e-8	2.944869344701868e-7	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G55360	ATTSC13;<br>ECERIFERUM 10;<br>ECR;<br>ENOYL-COA REDUCTASE;<br>GLASSY HAIR 6;<br>GLH6;<br>TSC13	cytosol; endoplasmic reticulum; endoplasmic reticulum membrane; fatty acid elongase complex; membrane	cuticle development; fatty acid biosynthetic process; fatty acid metabolic process; lipid metabolic process; sphingolipid metabolic process; trichome papilla formation; wax biosynthetic process	fatty acid elongase activity; oxidoreductase activity; oxidoreductase activity, acting on the CH-CH group of donors; protein binding; very-long-chain enoyl-CoA reductase activity	3-oxo-5-alpha-steroid 4-dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:824702]	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal; 3-oxo-5-alpha-steroid 4-dehydrogenase/very-long-chain enoyl-CoA reductase	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SKU1	2.026736459667453	0.20732982258874147	10.190199901272717	9.775421762105486	1.6919274762679415e-6	8.148688547863439e-6	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT2G20760	F5H14.27;<br>F5H14_27	clathrin coat of coated pit; clathrin coat of trans-Golgi network vesicle; clathrin-coated pit; cytoplasmic vesicle; cytoplasmic vesicle membrane; cytosol; membrane; mitochondrion	clathrin-dependent endocytosis; intracellular protein transport; vesicle-mediated transport	structural molecule activity	Clathrin light chain protein [Source:NCBI gene (formerly Entrezgene);Acc:816605]	Clathrin light chain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ZU52	1.0160093105555563	0.10517228570428608	12.97499295281738	9.660428160820612	2.725972988526499e-7	1.624643433295726e-6	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT2G01140	AtFBA3;<br>FBA3;<br>fructose-bisphosphate aldolase 3;<br>PIGMENT DEFECTIVE 345	chloroplast; chloroplast stroma; chloroplast thylakoid; mitochondrion; plastid; plastoglobule	gluconeogenesis; glycolytic process	fructose-bisphosphate aldolase activity; lyase activity	Aldolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:814643]	Fructose-bisphosphate aldolase, class-I; Aldolase-type TIM barrel; Fructose-bisphosphate aldolase class-I active site	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q1G3F7	2.590314611239867	0.05862720736265071	11.713379882902402	44.1828073989085	2.1463333208095742e-14	1.3188848198905729e-12	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G19485	NA	NA	biosynthetic process	transferase activity	transferases/nucleotidyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:3770677]	Nucleotidyl transferase domain; Nucleotide-diphospho-sugar transferases	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8LFK2	1.597158423757058	0.14688424379578469	11.287998671627696	10.873585773962324	2.521384954686431e-7	1.517941888260547e-6	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G03270	T17B22.4<br>T17B22_4	cytoplasm; cytosol; plasma membrane	cellular response to hypoxia	hydrolase activity; protein binding; protein self-association	Adenine nucleotide alpha hydrolases-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821303]	UspA; Rossmann-like alpha/beta/alpha sandwich fold	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LSP5	1.3553050458957592	0.12158804463056476	12.7311299216275	11.146696618189244	6.183941569268455e-8	4.572524430056593e-7	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT3G17020	NA	cytosol; plasma membrane	response to cold	hydrolase activity	Adenine nucleotide alpha hydrolases-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:820958]	Universal stress protein A family; UspA; Rossmann-like alpha/beta/alpha sandwich fold	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SSS7	2.6733712531305036	0.08711593507950281	11.88741077064104	30.687511425903427	1.0942112811938385e-12	3.304888988283763e-11	At_35S_LST8_suc_24h	At_35S_GFP_suc_24h	R0722	AT1G52730	F6D8.2<br>F6D8_2	nucleus	NA	molecular_function; protein binding	Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841706]	WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD40-repeat-containing domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O22243	1.657946837741905	0.08857622103661662	12.300914892651075	18.717741831145908	2.070835147571991e-10	1.4702104513837799e-9	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT2G47680	F17A22.7	NA	biological_process	ATP binding; ATP hydrolysis activity; DNA binding; helicase activity; hydrolase activity; metal ion binding; mRNA binding; nucleic acid binding; nucleotide binding; RNA binding; RNA helicase activity	zinc finger (CCCH type) helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819381]	Zinc finger, CCCH-type; Helicase, C-terminal; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; P-loop containing nucleoside triphosphate hydrolase; Zinc finger, CCCH-type superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41916	1.2053296082999851	0.2304392310209075	12.085126364412597	5.230574685395591	2.0617259260428147e-4	4.821516535706425e-4	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G20010	ARABIDOPSIS THALIANA RAS-RELATED NUCLEAR PROTEIN;<br>ATRAN1;<br>F28I16.160;<br>F28I16_160;<br>RAN1;<br>RAS-RELATED NUCLEAR PROTEIN;<br>RAS-related nuclear protein-1	apoplast; cytosol; Golgi apparatus; nucleus; plant-type cell wall; plasma membrane; plastid	defense response to bacterium; defense response to fungus; nucleocytoplasmic transport; protein import into nucleus; protein transport	GTP binding; GTPase activity; mRNA binding; nucleotide binding; protein binding	RAS-related nuclear protein-1 [Source:NCBI gene (formerly Entrezgene);Acc:832123]	Small GTPase; Ran GTPase; Small GTP-binding protein domain; P-loop containing nucleoside triphosphate hydrolase	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49201	1.1479485870362909	0.2549995995657718	13.285884797400945	4.501766234108151	5.646692466576654e-4	0.00123616781025056	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT5G02960	F9G14.270;<br>F9G14_270	cytosolic ribosome; cytosolic small ribosomal subunit; plasma membrane; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein S12/S23 family protein [Source:NCBI gene (formerly Entrezgene);Acc:831724]	Ribosomal protein S23, eukaryotic/archaeal; Ribosomal protein S12/S23; Nucleic acid-binding, OB-fold	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P93014	1.57025995284687	0.30430770692703485	12.936989033260714	5.160105764995883	1.8627979426570217e-4	4.3792954271963224e-4	At_35S_RAPTOR_suc_24h	At_35S_GFP_suc_24h	R0722	AT2G33800	EMBRYO DEFECTIVE 3113;<br>T1B8.10;<br>T1B8_10	chloroplast; chloroplast stroma; chloroplast thylakoid; chloroplast thylakoid membrane; endoplasmic reticulum; nucleus; plastid; ribonucleoprotein complex; ribosome; small ribosomal subunit; thylakoid	adaxial/abaxial pattern specification; chloroplast rRNA processing; plastid translation; response to cold; translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	Ribosomal protein S5 family protein [Source:NCBI gene (formerly Entrezgene);Acc:817947]	Ribosomal protein S5; Ribosomal protein S5, C-terminal; Ribosomal protein S5, bacterial-type; Ribosomal protein S5, N-terminal; Ribosomal protein S5 domain 2-type fold, subgroup; Ribosomal protein S5, N-terminal, conserved site; Ribosomal protein S5 domain 2-type fold	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
